fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,wine_id
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,white,3666
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,white,3728
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,white,1631
6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5,white,4498
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,white,1944
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,white,4165
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,white,5061
6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,white,904
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,white,3451
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,white,1803
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,red,3265
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,white,1914
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,white,3531
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,white,2777
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,white,4489
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,white,1709
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,white,1045
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,white,2177
7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,white,2184
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,white,277
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,white,4124
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,white,940
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6,white,2082
9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6,white,5158
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,red,682
8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,white,1332
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,red,288
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,red,4663
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,white,2893
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,white,5172
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,red,3759
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,white,4827
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,white,422
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,white,2236
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,white,1331
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,red,4328
7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7,white,448
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,white,2568
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,white,4011
6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5,white,5111
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white,2578
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,white,3694
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,white,4143
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,white,3346
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,white,2933
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,white,3477
6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,5,white,3365
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,white,2170
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6,white,4253
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,white,317
6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,white,2604
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,red,1031
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,white,696
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,red,3271
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,white,3977
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,white,2362
8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,white,825
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,red,784
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,red,1634
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,red,569
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,white,5142
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,red,4051
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,red,5149
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,white,2924
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,white,5180
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4,white,990
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,red,567
7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,red,4344
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,5,white,3547
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,white,4562
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5,red,4334
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,white,1355
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,red,2900
7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6,white,2071
9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6,white,2186
7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4,red,4612
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,white,300
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,white,12
9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5,white,1506
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,white,2544
11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,3,white,1202
7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,white,4796
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7,white,656
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,red,4556
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,white,1117
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,white,84
7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,white,4861
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,white,1001
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7,white,2180
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,red,2520
5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,white,3228
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,white,5146
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,red,1416
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,white,937
6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6,white,1299
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,red,1580
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,white,3459
7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,white,3557
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,white,686
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,red,1514
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6,red,1258
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,white,218
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,white,4106
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7,white,3268
6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6,white,3065
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7,white,4170
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6,white,3447
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,red,5117
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,white,2631
5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5,white,2095
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,white,2206
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,red,1337
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,red,458
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,red,5100
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3,white,2394
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5,white,3336
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,white,1708
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,white,4976
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6,white,2244
6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,white,4933
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,white,1931
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,white,5036
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,red,1391
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6,white,3163
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,white,2424
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,white,4017
5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7,white,2150
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,white,3053
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,white,5139
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red,219
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,white,4696
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,white,4680
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,white,4012
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,white,1335
6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5,white,802
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,red,4775
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,red,3959
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,red,103
7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5,white,470
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,white,625
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,red,3179
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,red,4346
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,red,4535
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,white,1050
7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5,red,5095
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,white,3402
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,white,2152
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,white,4306
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,white,4564
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,white,4747
7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,white,92
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,white,37
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,white,334
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5,white,2776
7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,white,5099
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,red,4983
7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,white,3753
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,red,4965
6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,4,white,965
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,red,4892
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,red,2822
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,white,882
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,red,1733
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,white,3761
6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,6,white,3576
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,white,2650
5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8,white,1605
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,white,561
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4,white,1899
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,red,3449
7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,white,859
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,white,1922
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,red,1313
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,white,2575
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,red,4494
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,red,1854
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,red,59
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,white,988
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,white,3884
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,white,1279
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7,red,3303
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,white,2919
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,red,3916
6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6,white,3276
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,red,4611
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,red,4205
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,white,693
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,red,710
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,white,3559
7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,white,4277
6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4,white,1955
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,red,2897
6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6,white,3606
7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5,white,512
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,red,382
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,white,4666
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,red,1541
7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,white,4283
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,red,1659
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,white,2254
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,white,5176
8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5,white,4114
5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,white,638
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,white,2632
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,red,4980
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,red,1412
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,red,3297
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,white,4034
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,white,4356
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,6,white,3467
5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,5,white,3778
7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,white,1188
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,white,1524
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,white,319
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,white,1201
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,white,1538
6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,white,370
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,red,3978
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,white,3469
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,6,red,3502
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,white,2063
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,white,775
6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,white,765
6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5,white,2527
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,white,1057
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,white,3740
6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,white,3641
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,red,3545
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,white,4307
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,red,3626
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,white,2920
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,white,110
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,red,241
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,white,1175
6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,white,3282
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,white,3813
7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6,white,688
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,white,200
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,white,4266
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,red,1926
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,red,3353
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,white,3428
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,white,469
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,red,4776
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,white,4242
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,white,1410
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,white,4958
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,white,2624
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,red,1942
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,white,3985
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,red,4812
7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,white,629
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,red,819
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,white,3608
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,white,2824
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,white,4743
9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5,white,3431
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,white,4197
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,red,4439
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,white,2872
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,white,1265
6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,white,4512
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,white,3791
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,white,2090
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5,white,3484
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,white,3981
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,white,1090
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,white,3120
7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6,white,502
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5,red,3340
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5,red,427
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,white,410
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,white,1130
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,white,2622
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6,white,669
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,white,3078
3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,8,white,1786
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,white,2046
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,red,1207
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,red,3925
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,white,4863
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,white,2338
7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,6,white,245
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,white,998
7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,red,4924
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5,white,4050
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,white,4885
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,red,4226
7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,white,1644
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,white,901
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,white,517
6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,5,white,4098
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,red,4602
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,white,4655
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white,1706
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7,white,773
